JCR Cell Biology,JCR Psychopathol. & Dev. Disabilities,ACR Cell Biology,ACR Psychopathol. & Dev. Disabilities,RCR Cell Biology,RCR Psychopathol. & Dev. Disabilities
2.635,3.676,8.666667,2,1.271601,0.392751
3.589,3.676,7,5.5,0.959383,1.085193
2.538,3.676,2.666667,16,0.554603,2.852287
2.538,3.676,1,1.75,0.15106,0.387079
2.538,3.676,5.666667,0.5,0.96082,0.135
2.538,3.676,5.333333,33.5,0.88752,7.05799
2.538,3.676,1.333333,8.5,0.18403,1.571629
2.538,3.676,0,0.25,0,0.081945
2.538,3.676,3.666667,2,0.601987,0.465606
2.538,3.676,9.666667,3,1.564025,0.671333
2.538,3.676,1,2.75,0.128376,0.555902
2.538,3.676,5.666667,6.25,1.10802,1.5996
2.538,3.676,3,1,0.577751,0.272155
2.538,3.318,2.333333,1.5,0.41766,0.382982
2.538,3.318,2.333333,1.25,0.329586,0.268986
2.538,3.318,5.333333,2.25,0.90841,0.383052
2.538,3.318,1.666667,2.25,0.328834,0.554825
2.538,3.46,4,2.25,0.489364,0.511574
3.342,1.76,3.333333,3.75,0.547266,1.243456
3.342,1.76,0.666667,0.5,0.121448,0.172885
3.342,1.76,1.666667,2,0.168796,0.580914
3.342,1.76,3,0,0.289214,0
3.914,1.76,8,7,1.129147,2.108227
4.214,3.073,1,7,0.119748,1.610615
1.974,2.035,2,3.5,0.275543,0.813909
6.401,1.978,9.333333,5.5,1.44245,1.43655
6.401,6.592,14.33333,3,1.81892,0.586983
6.401,6.592,4,4.25,0.501729,0.929193
6.401,6.592,9,4.25,1.079184,0.772003
6.401,6.592,1.666667,1.25,0.170284,0.185191
3.541,6.592,2.666667,12.75,0.249984,2.520803
3.541,4.174,6.666667,0.25,0.745209,0.028949
3.541,4.174,3.666667,2,0.427144,0.495283
3.541,4.174,8.666667,1.25,0.969881,0.234234
3.541,4.174,8.666667,2,1.034303,0.417325
3.541,4.174,2,7.5,0.189252,1.414442
3.541,4.174,3,10,0.331512,1.836413
1.156,8.284,0.333333,5.25,0.029042,0.761392
1.156,4.475,5.333333,28,0.777874,5.520687
6.081,4.475,3,5.5,0.461449,1.263516
6.081,4.475,6.333333,3.75,1.029717,0.846551
6.081,4.475,8.666667,2.25,1.627354,0.399262
6.081,4.475,10.33333,5.25,1.994408,0.781639
2.215,1.672,3,2.5,0.475716,0.474072
3.736,3.163,2,1.25,0.159545,0.234759
3.736,3.163,5.666667,4,0.71794,0.797604
3.736,6.143,2,11.75,0.188011,2.294275
12.899,2.588,2.333333,7.25,0.270778,1.478914
12.899,2.588,2.333333,3.5,0.270764,0.79247
2.076,6.499,4.333333,7.25,0.547967,1.442072
2.076,1.423,0.666667,1.25,0.060683,0.335608
2.076,1.094,0.333333,1.5,0.060981,0.324091
12.075,4.022,0.333333,1.5,0.028846,0.241761
12.075,4.022,28.66667,1,3.216712,0.209681
12.075,4.022,3.333333,3,0.387335,0.686198
12.075,4.022,20,5.5,2.072822,0.932011
12.075,4.022,17.33333,5,1.600629,0.989465
12.075,4.022,14.33333,5,1.593644,0.875554
12.075,4.022,52.33333,4.5,5.564836,0.881091
12.075,10.545,11.33333,6.25,1.136499,1.145721
12.075,10.545,7.666667,11.75,0.894157,2.240746
4.222,10.545,3,9.25,0.481028,1.651322
2.223,10.545,2.666667,31.5,0.307469,5.872742
2.223,10.545,1.333333,4,0.130173,0.810322
2.223,1.679,5.333333,4.75,0.719183,1.176509
2.223,1.679,5.666667,0,0.656962,0
2.223,1.679,5,5.5,0.530863,1.205949
2.223,1.339,4,3,0.540346,1.532587
2.223,1.339,4.333333,1.25,0.527302,0.664701
3.889,1.339,2.333333,0.5,0.234168,0.280743
3.889,0.333,2.333333,0.75,0.224537,0.419433
3.889,0.333,1.666667,0.25,0.190103,0.258223
3.889,5.077,1.666667,4,0.15515,0.628073
3.889,2.889,4,2.5,0.373297,0.509991
3.889,3.385,1.666667,6.25,0.23191,0.970168
11.342,3.385,2.333333,7,0.180719,1.460671
4.932,3.385,4.666667,21.5,0.932065,3.541862
4.932,3.385,7.333333,3.25,1.522627,0.411227
4.932,3.385,4,3.5,0.528667,0.454303
3.929,2.392,2,3.5,0.296728,0.674564
3.929,2.91,4,14.25,0.638545,3.788375
3.929,5.52,2.333333,9.75,0.340191,1.48182
2.5,5.053,4.666667,4.25,0.674919,0.924142
2.102,5.053,5.666667,1,0.755784,0.197187
4.559,2.791,1.333333,5.75,0.191951,0.867923
10.84,2.981,8,2.5,1.102975,0.380825
1.6,2.981,3,4.25,0.306203,1.594049
3.021,2.739,1.666667,13,0.421622,2.787024
2.404,5.682,5.333333,13.75,0.640231,1.730663
4.523,1.413,2,1.75,0.270891,0.232971
7.386,7.452,7.666667,9,1.108155,1.344855
7.386,7.452,48.66667,3.25,6.872866,0.412928
7.386,7.452,3.666667,4,0.614915,0.667533
7.386,7.452,2.666667,1,0.417021,0.145999
7.386,7.452,9.333333,4.75,1.388998,0.781035
7.386,7.452,17,6.25,1.961515,1.050562
7.386,7.452,3.333333,11.25,0.567181,2.049461
7.386,7.452,4.333333,10.75,0.521315,1.694478
6.887,7.452,3.333333,12.5,0.493006,2.100585
6.887,7.452,4,10.25,0.668711,1.833053
6.614,7.452,6,7,0.864575,1.276116
2.154,7.452,0.333333,3.75,0.141275,0.58069
20.589,7.452,6,6.75,0.509329,0.952782
20.589,7.452,9.333333,10.25,0.99493,1.875588
4.2,7.452,1,9.75,0.11737,1.551944
3.431,7.452,4.333333,8.5,0.628916,1.393936
3.431,7.452,3,11.75,0.397337,1.985087
3.431,2.321,0.666667,4.75,0.145181,0.784771
3.431,3.387,2,1,0.383319,0.158712
3.431,3.387,3.333333,4.5,0.446772,0.908235
3.431,4.122,3,1.5,0.363512,0.352247
3.431,4.122,6,3,0.938677,0.697649
3.431,4.122,6,14.25,1.114524,2.926613
3.431,4.122,1.333333,4.25,0.362556,0.897216
3.431,4.309,0.333333,0.75,0.05587,0.202509
3.431,4.309,1.333333,4.25,0.173384,0.742572
3.431,4.309,4.666667,4.5,0.893243,0.865932
3.431,4.649,4,9,0.69319,1.795873
3.431,1.717,10.66667,1.5,2.122621,0.335098
3.431,1.717,2.666667,7.25,0.455765,2.732808
3.431,1.717,4.333333,0.5,0.839935,0.175204
3.431,1.717,1.333333,0.75,0.224459,0.392381
3.431,1.717,2.333333,1,0.445437,0.307104
3.431,1.717,1.333333,2.5,0.267069,0.993361
3.431,1.717,5.666667,15,0.969948,6.194861
3.431,1.717,3.333333,0.25,0.564159,0.121374
3.431,1.717,11.66667,0.25,1.8102,0.122745
3.431,1.717,2.666667,2.25,0.461076,1.217925
3.431,1.717,1.333333,1.5,0.224544,0.774753
3.431,1.717,1.666667,0.25,0.31695,0.05246
3.431,1.717,2.666667,0.75,0.433562,0.356543
3.431,1.717,5,1.5,0.738351,0.319108
3.431,1.717,3.333333,4.25,0.540902,1.445109
3.431,1.717,9,0.25,1.51162,0.122745
3.431,1.717,12,6,1.949939,2.393523
3.431,1.717,4.333333,1,0.644254,0.187515
3.431,1.717,11,3.25,2.09126,1.531989
3.431,1.717,15.66667,5,2.51227,1.508596
3.431,1.717,2.666667,4,0.277323,1.235417
3.431,1.877,4.666667,2.5,0.720792,1.303282
3.431,1.877,2.333333,0.5,0.410508,0.225468
3.431,50.017,3.666667,46.5,0.703566,5.25155
3.431,1.972,1.666667,0.5,0.448507,0.0924
3.431,4.438,5.666667,0.25,1.285241,0.037363
3.431,0.744,0.333333,0.75,0.053185,0.186219
3.431,0.744,2.666667,1.5,0.475904,0.46021
3.431,10.981,2.333333,9.25,0.322702,1.616563
3.431,10.981,2.333333,16,0.27874,2.499386
3.431,10.981,4.666667,1.5,0.807711,0.298131
3.431,10.981,1.666667,4.5,0.264579,0.980262
3.431,10.981,7,25,1.607161,4.139196
3.431,12.817,1,11.75,0.231366,1.736015
3.431,9.34,2.666667,15.75,0.547724,2.667915
3.431,2.051,6,1,0.93624,0.244281
3.431,2.051,5.666667,0,1.422555,0
3.431,2.051,0.666667,1,0.090359,0.149781
3.431,2.051,0.666667,4.75,0.156544,1.004867
3.431,2.051,1,0.75,0.267302,0.167453
3.431,3.733,3.333333,1.666667,0.893727,0.415972
3.431,3.842,0.333333,9,0.05106,1.809299
3.431,4.728,0.333333,40,0.09283,8.372829
3.431,4.728,1.666667,6,0.239167,1.288313
3.431,4.728,13.33333,3.666667,2.493821,0.842613
3.431,2.248,5,0.666667,0.691027,0.182819
3.431,1.526,3.333333,6.666667,0.624781,1.252379
3.431,2.02,14.33333,1.666667,3.46554,0.45168
3.763,2.02,6.666667,5,0.98931,1.861407
7.231,3.389,30.33333,0.333333,3.691088,0.050952
4.418,3.038,7,1.333333,1.187731,0.366267
2.432,3.296,0.333333,0.333333,0.042977,0.069983
6.144,2.407,2,1,0.216652,0.269223
6.144,2.407,35.33333,5.333333,6.512884,1.514968
6.144,2.407,2.333333,5,0.409807,1.400996
6.144,2.289,10,2.666667,1.260771,0.68274
6.144,2.289,4.666667,1.333333,0.587098,0.224842
6.144,3.392,5.333333,1,0.83524,0.125746
6.144,3.392,13,9,1.547811,1.761341
6.144,3.392,8.666667,7.333333,0.976197,1.356655
6.144,3.392,9.666667,9,1.10798,1.929849
6.144,2.404,1.666667,1.333333,0.183414,0.283411
6.144,2.404,5,0.666667,0.552891,0.131184
6.144,2.404,6,5.333333,0.809153,0.987695
6.144,3.481,3,2,0.315569,0.39603
6.144,3.481,3.666667,4.666667,0.446518,0.811441
6.144,3.278,7.333333,10.66667,0.803653,2.323476
6.144,4.395,5.333333,9,0.633587,1.359401
5.228,4.235,4,15,0.582272,3.742527
4.586,1.565,6.666667,2,1.054588,0.343473
4.586,4.371,2.333333,0,0.274763,0
4.586,1.879,9.333333,6.333333,1.540256,1.546547
5.457,3.325,1,3,0.280177,0.633524
17.793,1.389,31.66667,4,3.678869,0.778922
2.938,2.67,4.666667,1.333333,0.532252,0.191603
0.762,2.67,3,1,0.31668,0.182667
5.646,2.67,45.66667,0.666667,4.948316,0.125658
5.646,2.67,4.333333,5.666667,0.497564,0.994329
2.235,2.67,3,17.66667,0.37774,3.357015
4.917,2.67,1.333333,6.666667,0.14675,1.430474
4.917,2.67,11,1.333333,1.703163,0.497481
4.917,24.822,3,55.66667,0.404732,10.17563
4.917,22.75,32,14.33333,4.646588,2.910562
4.917,22.75,15,23,2.624909,4.588915
4.917,12.257,11.33333,10,1.579369,1.912743
4.917,12.257,6.666667,3.333333,1.341702,0.584343
4.917,12.257,9.333333,16.33333,1.146869,3.08079
4.965,12.257,2.333333,6.666667,0.377864,1.381736
3.871,12.257,4.333333,6.666667,0.492764,0.982227
3.871,2.184,3,7.333333,0.462941,1.928244
3.871,1.974,2.666667,4.666667,0.273291,1.232458
3.871,2.534,8,1.333333,0.818947,0.418598
3.871,2.534,4.666667,2.666667,0.601916,0.966862
3.871,1.375,3.666667,13,0.413438,2.535544
3.871,1.375,7.333333,5,0.832007,0.953518
3.871,2.923,2,1.666667,0.221159,0.341411
3.999,2.923,4.666667,1,0.826038,0.280587
3.999,2.845,2,3,0.364641,0.983781
3.999,2.845,6.333333,3,0.99144,0.582516
3.999,2.845,7.666667,4.333333,1.226046,1.30263
3.999,2.874,3.333333,1.666667,0.470745,0.376123
3.999,2.874,0.333333,5,0.052701,0.869415
2.841,2.874,1,1.666667,0.152025,0.270506
3.483,2.874,2.333333,8.666667,0.336977,1.787797
3.483,2.874,0.666667,0.666667,0.154918,0.179026
3.483,2.874,4.666667,3.666667,0.707163,0.638559
3.483,2.874,4.333333,1.666667,0.576577,0.323866
3.483,2.874,2.333333,6.666667,0.317793,1.837051
2.986,2.874,2,1,0.305534,0.16572
3.112,2.874,3.666667,1,0.538394,0.217474
5.132,2.995,0,5,0,1.077213
5.132,2.995,5.333333,1.666667,0.815564,0.570495
5.132,2.995,1.666667,6.333333,0.286962,1.276699
5.132,2.995,8.333333,4.333333,1.297835,1.154046
5.132,3.22,8.666667,8.333333,1.150187,1.468851
8.58,3.22,5.666667,17.33333,1.079695,3.063513
8.58,3.22,8.666667,3.333333,1.292271,0.732529
3.656,3.22,0,13.33333,0,2.491625
7.689,3.22,11,0.333333,1.436572,0.095719
7.689,3.22,5,11,0.577462,1.969943
1.714,3.22,1,4.666667,0.229382,0.94304
6.069,3.22,2.666667,8.333333,0.357705,1.427884
5.15,3.22,10.66667,15.66667,1.437517,2.33576
5.15,3.22,2.666667,22,0.385305,3.341726
4.602,3.22,7.666667,6.666667,0.949851,1.447335
3.14,3.22,0.666667,1.333333,0.110278,0.275598
2.942,2.854,4.666667,12,0.705934,2.430333
3.558,2.854,1.666667,2.333333,0.289089,0.47463
3.558,2.854,5.666667,1.666667,0.876767,0.376472
4.179,1.527,0,5.333333,0,1.082829
4.179,1.527,8.333333,3,1.288872,0.580977
4.179,1.527,6.666667,0.333333,1.083674,0.092569
4.179,1.527,3.333333,3.666667,0.46472,0.723813
4.179,1.527,2.666667,0.666667,0.306129,0.355043
2.827,1.527,12.66667,2.333333,1.488133,0.447206
2.827,5.125,7.666667,7,1.124838,0.969486
2.827,8.926,5,10.33333,0.519213,1.954288
2.827,8.926,4.666667,2.666667,0.524869,0.617552
2.827,8.926,4.333333,3.333333,0.603974,0.485624
2.827,8.926,2.666667,8.333333,0.303902,1.323346
2.827,8.926,10.66667,1,1.267392,0.20756
3.763,8.926,3.666667,9,0.509602,1.612624
2.049,8.926,0.666667,2,0.060716,0.378335
2.049,8.926,0,7.333333,0,1.351864
2.049,8.926,0.666667,11,0.105078,2.072654
1.904,8.926,1.666667,4,0.221555,0.711025
1.904,8.926,1.333333,4.666667,0.173429,0.794962
3.075,8.926,1,16,0.10247,3.007316
3.075,8.926,3.333333,2.666667,0.557578,0.459296
8.791,8.926,9.666667,10.66667,1.547305,2.145085
6.057,8.926,18.66667,17.66667,1.66264,3.063633
6.057,8.926,8.333333,3.333333,1.126041,0.551679
6.057,8.926,1.666667,10.66667,0.161351,2.092918
6.057,8.926,6,6.666667,0.820425,1.190517
6.057,8.926,6.666667,7.666667,0.734297,1.481626
6.057,8.926,11.66667,2.666667,1.102885,0.474262
6.057,4.363,7.666667,3,0.79501,0.699477
6.057,4.363,3.666667,4,0.385454,0.945659
6.057,4.363,1.666667,7.333333,0.14424,1.413502
6.057,4.363,2.666667,1.666667,0.342032,0.35516
6.057,4.363,5.666667,0.666667,0.757371,0.18601
6.057,4.363,6,13.33333,0.705684,2.276621
6.057,4.363,5,2.333333,0.684264,0.589011
6.057,3.521,14.33333,5,1.402003,0.988794
6.057,1.867,5,0.666667,0.659937,0.121406
3.503,5.502,3.666667,12.66667,0.647742,2.676761
3.569,5.502,4,1,0.53654,0.186424
9.872,5.502,0,10,0,1.49432
5.979,5.502,4.333333,4.666667,0.468265,0.883033
5.979,5.502,1.333333,1,0.14251,0.214508
5.979,5.502,1,2,0.100608,0.340117
5.979,2.744,3.666667,0.333333,0.406972,0.066088
5.979,2.744,11.33333,3.333333,1.17095,0.560733
5.979,2.744,11.66667,3.666667,1.241712,0.654229
5.979,1.832,4,2,0.417243,0.357089
5.979,9.49,5.333333,7.333333,0.586842,1.382857
5.979,9.49,11.66667,17,1.461661,2.9491
5.979,9.49,5,0.333333,0.554064,0.067355
5.979,9.49,5.333333,3.333333,0.65686,0.752493
5.979,9.49,5,13,0.696936,2.525771
5.979,9.49,2.333333,1.333333,0.277689,0.22108
5.979,9.49,2.666667,8,0.286686,1.512714
5.979,9.49,8.333333,4.666667,0.825451,0.818002
5.979,9.49,5.333333,1.666667,0.681154,0.299505
5.979,2.547,8,5.333333,0.814952,1.03763
5.979,2.547,13.33333,4.666667,1.716645,1.306631
5.979,2.547,2.666667,0.666667,0.405453,0.19304
5.979,2.547,4.666667,0.666667,0.616966,0.145136
5.979,2.547,6,1.333333,0.608454,0.328703
5.979,2.547,5.666667,4.333333,0.646144,0.877544
5.979,2.973,2.666667,7.666667,0.258728,1.715816
5.979,2.973,7.333333,3.333333,0.746654,0.537966
3.859,2.973,2.666667,11.33333,0.34963,2.460265
4.162,2.973,3.666667,1,0.65146,0.256124
4.162,2.973,5,2.666667,0.688285,0.575098
4.953,2.973,5.666667,7,0.713351,1.615023
4.953,2.973,2,12.66667,0.196058,2.852095
14.608,2.973,18,5.333333,2.346933,1.252473
14.608,1.533,6.666667,0.333333,0.673145,0.177087
14.608,2.463,16.33333,1.333333,1.74743,0.299599
14.608,2.463,1,1,0.152663,0.310031
14.608,2.463,12,4,1.127896,0.688762
14.608,2.463,9.666667,5.333333,1.040516,0.74625
14.608,2.463,10.66667,2.333333,1.087443,0.371126
14.608,2.463,9,4.333333,0.907948,0.835534
14.608,2.463,9,8.666667,0.951438,1.168577
14.608,2.463,7,4,0.746155,0.75586
14.608,2.463,3.666667,1.333333,0.296668,0.283389
14.608,2.463,19.33333,4,1.800494,0.977271
14.608,2.463,8.333333,3.333333,0.800572,0.617522
14.608,2.463,12.33333,5,1.41189,0.894923
14.608,2.463,15,2.333333,1.471063,0.394143
2.579,2.463,2.666667,5.333333,0.302823,1.201608
7.48,2.463,8,5.333333,1.14903,0.909361
5.02,7.39,4,9,0.505982,1.401646
2.777,2.08,10,2,1.112975,0.43837
5.361,2.08,6.333333,1.666667,0.70318,0.42672
5.361,2.08,5.666667,3.333333,0.88302,0.703361
2.661,5.061,6.666667,6.333333,0.689068,1.131707
4.531,5.061,1.666667,4.666667,0.252544,0.912332
4.531,5.061,18,13.33333,2.549979,2.302707
4.531,5.061,20,0,3.079297,0
2.041,5.061,9.333333,1,1.027322,0.164237
2.041,5.061,0,3.666667,0,0.845069
2.041,5.061,1,2.666667,0.088129,0.532827
12.125,5.061,2.666667,6.666667,0.252172,1.360081
6.239,5.061,16.33333,1.666667,2.653573,0.312218
6.239,5.061,8.666667,1.666667,1.316914,0.338036
2.541,5.061,1.333333,4,0.217694,0.939449
2.541,5.061,2.333333,2.333333,0.370535,0.475568
2.541,2.114,6,1.333333,0.777538,0.224847
2.541,2.114,6.666667,0.666667,0.841464,0.069387
2.541,1.569,1,0.333333,0.165838,0.073244
2.541,4.31,5.333333,2.666667,0.964165,0.723357
2.541,6.979,0.333333,8.333333,0.043885,1.549895
2.541,6.979,3.333333,3,0.55625,0.720163
34.48,6.979,10,38.66667,0.961487,6.934503
34.48,6.979,3,81,0.262476,15.11318
34.48,6.979,2.333333,6.666667,0.283211,0.957751
34.48,6.979,46,13.33333,5.701777,2.41774
34.48,6.979,11.66667,2.666667,1.170607,0.519008
34.48,6.979,12.33333,29,1.11729,5.222688
34.48,2.882,20,3.333333,1.992819,0.664163
34.48,2.882,5,1,0.768703,0.202641
34.48,2.882,17.33333,1.333333,1.815191,0.381887
34.48,3.631,16,5.333333,1.520147,1.231094
34.48,3.631,37.66667,1.666667,3.479201,0.319381
34.48,3.631,48.66667,3.666667,5.272402,0.976744
34.48,3.631,59.66667,10,5.357536,2.928439
34.48,3.631,99.33333,1.333333,11.37383,0.458784
34.48,3.631,54,6,6.054231,1.492758
34.48,3.631,12.66667,4.333333,1.396733,0.967955
34.48,3.631,19.66667,3,2.867397,0.715525
34.48,3.631,9.333333,8.333333,0.991058,1.668892
34.48,3.631,46,2.666667,5.757022,0.52822
34.48,3.631,32,4,3.407737,0.819277
34.48,3.631,19.66667,5.333333,2.728306,1.190236
34.48,1.533,35,2.666667,4.152475,0.653547
34.48,1.137,79.66667,0.666667,7.305217,0.174426
34.48,3.987,0,8.333333,0,1.674301
34.48,3.987,14.33333,2,1.312329,0.442569
34.48,1.084,16.66667,0.333333,2.261254,0.177849
34.48,1.122,31.66667,10,3.213745,2.398837
34.48,3.304,23.33333,5,3.216004,0.690323
29.495,0.529,15.33333,1.333333,1.35769,0.302603
29.495,3.122,66,2.666667,6.458963,0.728394
29.495,3.122,9,3.333333,0.889122,0.740136
19.527,3.122,0.666667,5.666667,0.086584,1.131957
19.527,2.061,7,3,0.654515,0.579804
19.527,1.543,13,7,1.74056,1.588247
19.527,3.879,4,3.333333,0.387654,0.661702
19.527,2.197,0,0,0,0
19.527,3.562,24.66667,0.666667,2.720318,0.094915
19.527,3.562,9.666667,1,0.989683,0.267623
16.058,3.562,19,1.333333,2.233778,0.202512
16.058,3.562,2.333333,0.333333,0.261481,0.096863
34.284,3.562,29,7.333333,3.297207,1.440166
34.284,3.562,8.666667,4,1.139101,1.032485
34.284,3.562,8.666667,1,0.688376,0.226563
34.284,3.562,10.33333,4.333333,0.883534,0.896149
26,3.562,11.66667,7.666667,1.039259,1.486473
27.136,3.562,33.66667,6.666667,4.643998,1.36898
27.136,3.562,19.33333,6.666667,2.786466,1.205293
27.136,3.562,23.33333,2,3.106232,0.551229
27.136,3.562,30.66667,6,3.387659,1.538034
16.874,1.092,6.666667,4.666667,0.700531,0.938425
16.874,1.092,4.666667,2.333333,0.427013,0.581698
16.874,1.674,13.33333,3.666667,1.356055,0.754985
16.874,1.674,43.66667,4.333333,5.410672,0.825458
14.345,1.674,7.666667,0.333333,0.790741,0.084337
14.345,1.674,13,0,1.808623,0
14.345,4.122,12,5,1.798253,1.031887
6.335,4.122,15.66667,4,2.1752,1.029704
6.335,4.122,9.333333,7.666667,1.383808,1.350331
6.335,4.122,8,7.333333,0.929401,1.375009
42.198,4.122,60.66667,3.666667,6.225802,0.806448
42.198,4.122,28,7.333333,2.354203,1.469221
42.198,4.122,65.33333,3.666667,6.788079,1.22502
42.198,4.051,33.33333,0,3.546592,0
42.198,4.051,67,3,7.728973,0.447259
5.025,2.082,4.666667,2.333333,0.811784,0.252981
3.387,2.136,3.666667,3,0.383883,0.522084
3.387,4.058,2.666667,6.666667,0.291291,1.431219
5.937,1.141,5,1,0.560662,0.237317
5.937,4.971,5.666667,1.333333,1.094388,0.170542
8.172,10.992,2.666667,10.33333,0.570652,1.284482
2.831,10.992,2.333333,5.333333,0.352912,0.657236
13.26,10.992,21,7.333333,2.38724,1.218674
13.26,10.992,8.333333,4.333333,1.049495,0.755639
13.26,10.992,10.66667,5.333333,1.529554,0.68297
13.26,2.25,16.33333,2.333333,1.789805,0.536076
13.26,2.25,14,6.666667,1.658345,1.559838
13.26,7.211,8.333333,4,1.084153,0.584097
3.292,7.211,3,4,0.513212,0.657671
3.292,7.211,1.333333,4.333333,0.280836,0.686495
1.925,7.211,0.666667,7.666667,0.110219,0.967334
1.925,5.43,3,0.666667,0.481837,0.132561
7.479,5.43,7,9.666667,0.851643,2.073435
7.479,7.259,1.666667,36,0.19621,6.404184
7.479,3.574,3.333333,2.333333,0.267766,0.517443
7.479,2.578,4,6.333333,0.518348,1.285381
7.479,2.926,6,7,0.776209,1.301453
0.718,2.926,0,3.333333,0,0.702866
7.135,4.949,3.666667,7.333333,0.403262,1.797289
1.588,4.949,1.333333,8.666667,0.332684,1.819404
1.406,4.949,2,4,0.286324,0.913922
5.491,2,1,5.333333,0.112775,0.994977
5.491,2,1.333333,6.666667,0.371451,1.120668
3.278,2,11.33333,1.333333,3.210797,0.345032
3.278,2.321,1.666667,1.333333,0.513652,0.354751
3.278,2.667,6.333333,6,1.84729,1.024691
3.278,2.119,1.666667,1.333333,0.561458,0.174845
3.278,2.119,5.333333,3,1.459797,0.661283
3.278,2.119,9.666667,12.66667,2.802122,2.760902
3.059,2.119,5.666667,1.333333,1.504355,0.267781
3.888,2.119,4.666667,0,0.630723,0
3.695,3.555,0.333333,2.666667,0.075664,0.432904
3.695,3.555,6.666667,7.333333,0.859892,1.350656
3.695,3.555,4.666667,3.666667,0.526626,0.950515
2.253,3.555,2.666667,1.666667,0.558087,0.404543
2.253,3.555,8,2.333333,1.261403,0.537927
3.104,3.555,15.33333,1,2.260225,0.402923
3.104,4.203,12,12,1.572301,2.143876
4.344,4.203,0.666667,3.333333,0.089478,0.670389
3.978,4.203,3.666667,4,0.475257,0.726828
6.235,4.203,4.333333,10.66667,0.60306,2.844927
6.235,4.203,5.333333,6.666667,0.779791,1.424771
6.235,4.203,5.666667,9.666667,0.779504,2.059727
6.235,4.203,12.66667,1,1.557807,0.27936
6.235,4.203,2.666667,12,0.297596,2.134675
6.235,4.203,10,1,1.116275,0.258679
12.916,6.718,17,14.33333,1.857207,2.893368
12.916,6.551,27,2.666667,2.882487,0.370717
12.916,3.599,12,32,1.38762,7.441279
12.916,3.599,3.333333,5.333333,0.371443,1.196335
9.532,3.599,4.333333,3.666667,0.43368,0.707775
9.532,3.599,1.333333,1,0.106172,0.268924
4.351,3.599,2.666667,10.33333,0.354019,2.413435
4.351,3.599,7.666667,5,0.868735,1.189296
4.351,3.599,5.333333,7.666667,0.826789,1.820117
4.351,3.599,0.666667,6.333333,0.045221,1.315889
4.351,3.599,2.333333,4.666667,0.241114,1.257956
4.351,1.577,0.333333,1.333333,0.032222,0.33844
4.351,2.091,3.333333,0.666667,0.377472,0.180718
4.351,2.091,2.666667,1.666667,0.401156,0.41699
4.351,2.122,10.33333,4.666667,1.370682,1.008904
4.351,2.122,24.66667,2,2.205336,0.85986
4.351,3.726,9,1,1.482912,0.210261
4.351,3.726,4,3.333333,0.626652,0.82266
4.351,3.726,3.666667,5,0.408369,0.948624
4.351,3.237,4.666667,7.666667,0.451555,2.067924
4.351,2.747,4.333333,16.33333,0.44018,2.882169
4.351,3.612,6.333333,1.333333,0.653424,0.405925
4.351,3.612,0.666667,6.333333,0.059716,1.61209
4.351,2.713,0.333333,7.333333,0.028604,1.435833
4.351,2.713,2,9,0.32013,2.016868
4.351,2.713,7.333333,4.333333,0.960317,0.849407
4.351,2.713,4.333333,0.666667,0.506165,0.203817
4.351,2.713,1.666667,2.333333,0.167634,0.621742
4.351,2.713,8.333333,3,0.877409,0.779757
4.351,2.256,3.666667,2.333333,0.381844,0.874433
4.351,2.256,3,1.333333,0.504687,0.53344
4.351,2.256,3.666667,1.666667,0.419541,0.353231
1.414,2.256,2,1.333333,0.203464,0.365158
9.432,2.256,8.666667,3,1.061219,0.566099
9.432,2.256,14,4.333333,1.566003,1.54298
9.432,2.256,5,6.333333,0.501641,1.686972
9.432,2.256,5.333333,0,0.832506,0
9.432,2.256,5.666667,1.666667,0.572444,0.499385
9.432,2.018,5.333333,1.666667,0.61601,0.311923
9.432,1.156,7.333333,1.333333,0.659887,0.17438
9.432,1.548,14.66667,7.666667,2.310437,1.209105
9.432,12.048,3.333333,11.66667,0.574709,2.012733
9.432,3.795,7,7.333333,0.745579,1.285222
9.432,3.795,5,6.333333,0.597501,1.290072
9.432,3.327,7,2.333333,0.732419,0.263902
9.432,3.462,14.33333,4.333333,2.207103,0.876773
9.432,2.177,9.666667,1.333333,1.42106,0.570231
9.432,2.177,13.33333,2,1.376839,0.484037
9.432,3.913,8.333333,6.666667,0.984835,1.176191
9.432,3.77,48,3,5.044741,0.576645
9.432,3.77,2.333333,7,0.219098,1.332735
9.432,3.77,11.33333,2.333333,1.208453,0.485724
