JCR,RCR,Journ
9.596,0.914206642,Angew Chem Int Edit
5.063,1.140544789,Endocrinology
5.854,0.513980059,J Biol Chem
3.829,0.485501729,Bone
3.753,0.713301835,J Appl Physiol
1.621,0.205686965,Exp Clin Psychopharm
2.175,0.195095854,Neural Comput
3.732,0.438590892,J Appl Physiol
27.596,3.85910425,Nat Immunol
2.238,0.129675386,Gene Expr Patterns
3.587,0.260400248,Am J Physiol-Gastr L
4.337,1.391346588,J Pharmacol Exp Ther
7.26,0.717316687,Nucleic Acids Res
7.419,0.405085963,J Am Chem Soc
13.856,1.438352325,J Natl Cancer I
4.802,0.665755615,J Med Chem
3.705,0.166214088,Am J Med Genet B
2.694,2.808670122,J Abnorm Child Psych
2.613,0.503281065,Cell Tissue Res
0.497,0.327136851,Cytogenet Genome Res
5.904,0.541719659,Structure
6.373,1.108177469,Oncogene
6.747,0.381062679,Clin Cancer Res
3.359,0.59168199,Toxicol Appl Pharm
3.633,0.182996942,Biochemistry-Us
4.786,1.635432349,J Cerebr Blood F Met
5.229,0.558958125,J Mol Biol
2.624,0.450124894,Bioorgan Med Chem
5.808,0.318415149,J Biol Chem
4.043,0.185796008,Am J Physiol-Lung C
5.332,0.867572609,J Virol
7.885,1.621151309,J Am Chem Soc
7.656,0.206496794,Cancer Res
6.057,0.976910401,Mol Cell Biol
24.831,4.197294237,Jama-J Am Med Assoc
13.455,1.961504746,Angew Chem Int Edit
3.966,0.423575041,Bone
4.459,0.225522797,Endocrinology
14.439,2.964427428,Neuron
3.359,0.790692633,Toxicol Appl Pharm
3.194,0.661402403,Med Care
1.726,0.180990838,Mem Cognition
6.355,0.692713767,J Biol Chem
2.827,0.052176919,Mol Immunol
2.817,0.277984376,Exp Eye Res
9.023,0.618468056,J Am Chem Soc
6.004,0.431673524,J Bone Miner Res
9.624,0.6098109,Mol Cell Proteomics
2.062,0.996972719,Dev Psychobiol
16.385,0.886048084,Gene Dev
3.766,0.13663985,Invest Ophth Vis Sci
4.507,2.558183008,Biophys J
4.098,1.798839181,Infect Immun
10.452,2.810703394,P Natl Acad Sci Usa
7.696,0.457382016,J Am Chem Soc
6.317,2.199990654,Nucleic Acids Res
8.662,0.922985461,Embo J
6.42,1.326904408,Mol Cell Biol
2.235,0.137543986,Regul Peptides
4.008,0.099694456,Biochemistry-Us
5.236,3.37490299,Endocrinology
4.175,0.979322751,J Bacteriol
2.935,0.560194137,J Card Fail
1.654,1.090230541,J Stud Alcohol
2.541,0.55625036,Mol Vis
5.808,0.412565256,J Biol Chem
2.289,0.682740075,Alcohol Alcoholism
3.993,1.188481534,Toxicol Appl Pharm
6.408,0.466477986,Small
9.643,2.186543044,P Natl Acad Sci Usa
6.702,0.646593944,J Immunol
1.94,0.387905518,Front Hum Neurosci
9.771,2.38609306,P Natl Acad Sci Usa
4.31,0.618883646,Cancer Epidem Biomar
5.979,0.627179913,Mol Biol Cell
3.029,0.865071466,Sex Transm Infect
7.049,0.790717374,Faseb J
1.513,1.006743628,Channels
6.486,0.177309636,J Immunol
2.686,0.587043834,Eur J Clin Nutr
16.915,1.346907379,J Clin Invest
3.811,1.51363386,Atherosclerosis
4.802,5.150732848,Antimicrob Agents Ch
7.885,0.780340771,J Am Chem Soc
3.301,0.40787804,Microcirculation
5.332,2.700900333,J Virol
3.353,1.069455346,Am J Geriat Psychiat
3.693,1.451321703,Bmc Med Genomics
3.922,0.295376236,Biochemistry-Us
1.807,0.159611543,Anat Rec Part A
3.577,0.232956585,Invest Ophth Vis Sci
6.355,0.300232683,J Biol Chem
4.313,0.240938221,J Cell Physiol
5.069,0.797993579,J Cognitive Neurosci
4.705,0.31428131,Biochem Pharmacol
12.409,1.457228828,Nat Chem Biol
7.517,1.612854608,Mol Biol Cell
3.848,0.076635212,Biochemistry-Us
9.771,0.638721582,P Natl Acad Sci Usa
5.328,0.521589037,J Biol Chem
6.482,0.917246584,J Biol Chem
3.291,0.972272901,Methods
3.472,0.35203092,Am J Physiol-Gastr L
9.074,0.856916848,Am J Resp Crit Care
6.368,0.803300384,Cereb Cortex
4.122,0.855621262,J Gerontol A-Biol
6.702,0.401815378,J Immunol
3.333,0.701955951,J Chem Phys
3.761,0.247627477,Am J Physiol-Gastr L
27.553,1.950034018,Nat Med
4.206,1.40747823,Bmc Genomics
8.993,0.76773906,Embo J
4.174,0.49700292,Schizophr Res
10.885,0.828353683,Hepatology
8.649,0.668762479,Cancer Res
3.226,0.382246287,Biochemistry-Us
3.422,0.795230856,Biochemistry-Us
6.355,1.212169744,J Biol Chem
4.313,0.497154174,J Cell Physiol
4.061,0.29860919,Genes Brain Behav
3.771,1.584790106,J Nutr
1.61,0.112578668,Magn Reson Chem
5.487,0.682245653,Am J Pathol
2.305,0.276212707,Neuroepidemiology
1.431,0.604871106,J Speech Lang Hear R
6.441,0.963153479,Am J Pathol
7.955,0.463551643,Diabetes
3.609,0.550932418,J Am Med Inform Assn
9.771,0.568865268,P Natl Acad Sci Usa
1.411,0.388138602,Visual Neurosci
3.198,0.299752354,Exp Hematol
4.093,0.094001095,J Pharmacol Exp Ther
1.758,0.124939634,Tuberculosis
2.921,1.413206851,Bioorgan Med Chem
10.555,0.585138785,Blood
1.557,0.714355911,J Pediatr Surg
3.581,1.225941923,Biochem Pharmacol
3.405,0.777884927,Am J Physiol-Reg I
3.608,0.757190952,J Thorac Cardiov Sur
4.205,0.330394298,Infect Immun
2.531,0.347072883,Regul Peptides
5.178,1.097295094,J Virol
4.033,0.181556397,Infect Immun
3.258,0.041279763,Am J Physiol-Gastr L
6.482,0.80719328,J Biol Chem
4.31,0.498236612,Cancer Epidem Biomar
5.398,1.297669334,J Virol
3.122,0.75509743,Shock
8.142,1.422687927,Mol Cell Biol
2.467,0.698439097,Mol Imaging Biol
2.316,0.247570303,Jaro-J Assoc Res Oto
5.398,0.13243722,J Virol
8.172,0.734863266,Neurology
6.355,0.598033427,J Biol Chem
12.629,0.599352448,Am J Hum Genet
8.727,1.334976094,Ann Rheum Dis
3.987,0.809967288,Infect Immun
9.023,0.835965044,J Am Chem Soc
1.439,0.140209645,J Hand Surg-Am
25.288,0.669224683,Cancer Cell
7.856,3.457940603,Cancer Res
0.646,0.120835735,Adv Exp Med Biol
4.571,1.458609193,Psychol Sci
5.527,3.929973902,Mol Cell Biol
2.868,0.195653807,Dev Dynam
2.686,0.120565655,Eur J Clin Nutr
8.142,0.79749461,Mol Cell Biol
2.614,0.623938366,J Innate Immun
5.462,0.70129147,Mol Microbiol
8.398,0.462958365,Diabetes
3.226,1.075146408,Biochemistry-Us
2.12,0.165085423,Early Hum Dev
5.684,0.389173614,Breast Cancer Res Tr
3.761,0.965241412,Am J Physiol-Gastr L
4.814,0.987418727,Toxicol Sci
3.876,1.841850309,J Neurophysiol
6.516,1.057797398,J Am Chem Soc
28.878,1.040384169,Nat Med
15.05,0.756586009,Gene Dev
2.826,0.702802004,Toxicol Lett
4.159,0.416890926,J Lipid Res
10.272,5.478624377,P Natl Acad Sci Usa
4.088,0.500856806,Mol Pharmacol
9.432,3.06443729,P Natl Acad Sci Usa
1.24,0.355844921,Aggressive Behav
10.555,0.522197588,Blood
3.872,1.374653255,Eur J Neurosci
2.131,0.447650446,J Geriatr Psych Neur
3.871,0.557847124,J Mol Biol
3.427,2.913843591,J Bone Joint Surg Am
2.509,0.370593441,Neuroendocrinology
4.189,0.781599532,J Phys Chem B
8.026,0.334041545,Nucleic Acids Res
3.993,1.167509623,J Bacteriol
3.848,0.633311483,Biochemistry-Us
4.659,0.613231129,Org Lett
2.781,0.650874469,Cell Calcium
8.298,0.37826443,Diabetes
2.636,2.593209263,Alcohol Clin Exp Res
2.661,1.312228919,Bioorg Med Chem Lett
2.624,1.01231749,Bioorgan Med Chem
4.195,0.57712786,Org Lett
6.903,1.803922258,J Am Chem Soc
4.205,0.495656216,Infect Immun
6.486,0.348009959,J Immunol
5.151,0.336625077,Endocrinology
2.468,0.453941913,Am J Ophthalmol
5.328,0.714940908,J Biol Chem
6.328,0.315591162,Hum Mutat
7.371,0.849953864,J Am Soc Nephrol
4.101,0.223814085,Biochem J
36.28,3.378380246,Nature
4.507,0.432803985,Biophys J
3.676,1.819630612,Psychopharmacology
15.053,4.474353566,J Clin Invest
5.225,0.271672666,J Virol
6.42,0.692751323,Mol Cell Biol
4.23,1.015769105,Am J Physiol-Cell Ph
5.229,0.285810025,J Mol Biol
3.192,3.479409194,J Dent Res
2.777,1.108935497,J Chromatogr B
14.609,0.73110203,Dev Cell
18.485,0.648042077,Nat Cell Biol
2.139,0.105816811,Diagn Micr Infec Dis
16.835,7.694288515,Mol Cell
14.194,2.165840333,Mol Cell
4.004,0.86321884,Infect Immun
7.216,3.473407279,Oncogene
3.514,0.271983712,Am Heart J
5.216,2.140999551,Am J Epidemiol
2.962,0.069751995,Biochem Soc T
5.55,0.810805707,Mol Biol Evol
3.9,1.091351939,Clin Sci
7.419,0.520662919,J Am Chem Soc
3.466,0.747282191,Invest Ophth Vis Sci
2.076,0.456810536,J Magn Reson
4.236,0.362964854,Psychosom Med
14.432,2.642068308,Circulation
4.5,0.14481988,Cancer Epidem Biomar
8.286,0.884769045,Diabetes
13.455,2.595368386,Angew Chem Int Edit
9.296,1.415799806,Plant Cell
9.907,2.60019909,J Am Chem Soc
2.207,0.408436579,Int Psychogeriatr
5.108,0.60069992,Acs Chem Biol
21.455,7.56536121,Jama-J Am Med Assoc
2.447,0.405004483,Int J Oncol
3.321,1.081769362,J Am Soc Mass Spectr
3.317,1.799712778,J Inorg Biochem
7.093,0.462180347,Mol Cell Biol
3.267,0.218236061,Gen Comp Endocr
7.115,1.055616844,J Neurosci
4.535,0.524336739,Eur J Epidemiol
14.033,6.5796973,Mol Cell
4.013,0.511039132,J Bacteriol
3.128,1.244488021,J Am Diet Assoc
6.702,0.493010697,J Immunol
8.234,1.795818257,Cancer Res
1.841,1.009875982,J Comp Physiol A
5.479,0.701342702,Biomacromolecules
3.924,1.682674017,Am J Physiol-Lung C
7.49,1.615822105,J Neurosci
5.559,0.823757823,Neuroimage
5.178,0.61928962,J Virol
2.208,0.160399451,Biomed Pharmacother
5.408,0.812690187,Mol Pharmaceut
9.38,0.339736813,P Natl Acad Sci Usa
5.398,0.731234338,J Virol
7.26,2.543118802,Nucleic Acids Res
6.482,0.732638693,J Biol Chem
31.434,2.73895425,Nature
9.396,0.281632004,Plant Cell
4.593,0.191126293,Am J Resp Cell Mol
10.452,1.982187109,P Natl Acad Sci Usa
3.199,0.139126484,Cancer Cause Control
6.236,0.244333098,Plos Comput Biol
2.365,0.669075655,Microvasc Res
5.843,1.682561062,Schizophrenia Bull
5.673,2.004459635,Am J Pathol
3.265,2.04170833,J Cardiovasc Electr
5.542,0.838492229,J Mol Biol
2.049,0.31413989,J Biomol Screen
1.868,0.327297018,Reprod Toxicol
8.142,0.630199625,Mol Cell Biol
3.939,0.177186875,Am J Physiol-Cell Ph
5.257,1.088876215,Mol Endocrinol
3.422,1.061797933,Biochemistry-Us
2.913,1.127006838,Cogn Affect Behav Ne
1.014,0.164150748,J Child Neurol
0.619,0.623106275,J Aapos
3.627,0.366254789,Am J Physiol-Reg I
5.808,0.355019469,J Biol Chem
1.584,0.697750444,J Biomech Eng-T Asme
7.452,0.682036446,J Neurosci
14.588,0.625820309,J Exp Med
14.194,1.67579096,Mol Cell
9.647,0.824558491,Curr Biol
4.993,0.635676073,Endocrinology
4.001,1.511222175,J Mol Biol
2.55,0.45723626,Hum Immunol
3.044,2.192425461,J Biomed Mater Res A
30.028,1.716125563,Science
6.486,3.113837885,J Immunol
7.822,0.722903819,Mol Cell Biol
3.372,0.53726631,Febs Lett
2.378,0.474782228,Photoch Photobio Sci
5.166,0.870486867,J Mol Cell Cardiol
2.797,1.223736096,Oligonucleotides
5.235,1.503888439,J Abnorm Psychol
5.808,1.175804678,J Biol Chem
10.555,5.754807051,Blood
5.366,1.076181425,Carcinogenesis
3.871,3.464733517,J Mol Biol
2.896,0.122100148,Mol Biochem Parasit
3.359,0.847538281,Toxicol Appl Pharm
5.07,0.743294756,Cell Microbiol
5.178,1.219929329,J Virol
3.648,0.042548247,J Neurophysiol
14.194,1.727446799,Mol Cell
5.418,1.253979149,Cancer-Am Cancer Soc
27.011,3.730824616,Nat Immunol
2.206,1.353844929,J Am Coll Nutr
1.403,0.149062898,Retina-J Ret Vit Dis
10.896,0.586163152,Blood
2.839,0.412355787,Pediatr Res
4.218,0.457345613,Biophys J
2.185,3.166169909,J Biomed Mater Res B
3.042,1.349486317,Virology
2.849,0.035494052,Insect Mol Biol
4.165,0.273442045,Infect Immun
4.683,0.319264298,Biophys J
6.25,0.577053271,Clin Cancer Res
7.543,3.849325446,Cancer Res
3.786,0.807892285,J Comput Chem
8.435,0.458199387,Arthritis Rheum-Us
2.548,0.263908277,Biochem Bioph Res Co
7.216,0.743024467,Oncogene
3.689,0.297488843,J Nutr
4.384,0.253521106,Bioconjugate Chem
10.026,1.978678634,Curr Biol
4.295,1.10373207,J Nutr
4.182,2.712907623,Crit Care Med
2.957,0.290640745,Microbiol-Sgm
6.427,1.326893611,J Cell Sci
9.457,11.73375772,Brain
14.432,1.463387535,Circulation
19.717,1.208356421,Nat Cell Biol
2.487,1.35644759,J Bone Joint Surg Am
5.328,0.655177683,J Biol Chem
23.858,1.186289561,Cancer Cell
2.157,0.96443159,Cancer Cytopathol
3.469,0.314245637,J Vision
8.172,4.32165051,Neurology
2.776,0.691039014,Exp Eye Res
1,0.174226895,J Cardiovasc Pharm T
5.625,0.498059401,Free Radical Bio Med
5.214,0.334219879,Anal Chem
9.432,1.167530868,P Natl Acad Sci Usa
3.952,0.710511272,J Org Chem
3.459,0.625167797,Int J Obesity
7.093,1.250545521,Mol Cell Biol
4.097,1.468317417,Langmuir
2.347,0.423588329,J Mol Graph Model
5.137,0.975068299,Mol Cancer Ther
3.881,1.841922077,Am J Physiol-Heart C
8.829,0.866366593,J Allergy Clin Immun
3.753,0.706201334,J Appl Physiol
10.117,1.098477471,Circ Res
1.654,1.706877637,Ieee T Ultrason Ferr
5.808,1.21710227,J Biol Chem
9.596,0.871884401,Angew Chem Int Edit
5.328,0.640029509,J Biol Chem
4.001,0.132367029,Genetics
1.82,0.910308531,Qual Life Res
3.127,0.127879887,Microbes Infect
5.715,0.924884217,Clin Cancer Res
4.659,0.938605528,J Antimicrob Chemoth
2.703,0.263129678,J Affect Disorders
4.094,0.323566539,Dev Biol
7.421,0.829022031,Arth Rheum/Ar C Res
9.989,1.235618851,Circ Res
3.765,0.036773032,Virology
2.234,0.342239263,Int J Oncol
5.942,0.375286848,Mol Cell Biol
4.824,0.639979422,J Neurochem
0.407,0.756381736,J Genet Psychol
10.492,0.416403005,Embo J
2.108,0.21219078,Biogerontology
4.601,0.51643094,Bone
8.234,0.918813439,Cancer Res
2.402,0.036131337,J Immunol Methods
3.159,0.402786804,J Neuroimmunol
4.463,1.189715632,Am J Med Genet B
3.427,0.284282299,Neuroscience
9.598,0.345769331,P Natl Acad Sci Usa
1.737,0.2707469,Neuroepidemiology
4.015,1.029979832,Am J Resp Cell Mol
4.555,1.659056535,Int J Cancer
1.892,0.255364404,Ann Ny Acad Sci
9.681,0.122610039,P Natl Acad Sci Usa
28.103,2.773084781,Science
3.176,2.986274714,Ann Behav Med
7.271,2.199059986,J Neurosci
1.884,0.64681686,J Neurosci Meth
3.843,0.917161889,Febs Lett
6.495,1.421381289,Oncogene
6.527,0.457210531,J Bone Miner Res
6.25,0.573326345,Clin Cancer Res
5.854,1.360212081,J Biol Chem
11.901,0.876015938,Curr Biol
7.49,1.322301393,J Neurosci
4.659,1.211836854,Org Lett
4.659,0.879053671,Brain Behav Immun
5.646,1.565380512,Anal Chem
5.224,0.709802269,Am J Pathol
5.698,0.21894231,Mayo Clin Proc
4.244,1.489952508,Addiction
2.572,0.755548137,Biopolymers
3.222,0.561146703,Drug Alcohol Depen
10.452,3.668830621,P Natl Acad Sci Usa
10.231,0.826210452,P Natl Acad Sci Usa
3.555,1.595783368,Dev Psychol
4.411,0.115253983,Plos One
2.474,1.231702947,Brain Res
6.495,0.114875063,J Clin Endocr Metab
15.05,2.112821726,Gene Dev
5.646,0.477729811,J Immunol
8.889,1.443547152,Diabetes
4.008,0.490638715,Biochemistry-Us
5.111,0.710779158,Rna
3.325,0.64484231,J Adolescent Health
1.838,0.105011451,Digest Dis Sci
6.516,0.151401856,J Am Chem Soc
3.933,1.122425255,Infect Immun
3.027,0.648474103,J Appl Physiol
7.871,2.226023207,Stem Cells
4.146,1.716129551,J Bacteriol
3.248,0.431083411,Amino Acids
3.848,0.20192332,Biochemistry-Us
5.678,1.020563465,Neurology
8.597,0.628060818,Hum Mol Genet
4.893,0.21140797,Dev Biol
4.335,2.236631665,J Pharmacol Exp Ther
3.432,0.254085363,Immunology
3.881,0.513571087,Am J Physiol-Heart C
7.517,0.764763223,Mol Biol Cell
5.328,0.681961101,J Biol Chem
5.327,0.93982619,Biomacromolecules
5.542,0.094125842,J Mol Biol
14.959,0.465374846,Nat Methods
4.773,0.34070488,J Biol Chem
2.92,0.499392815,J Neuroimmunol
13.623,0.269871039,Gene Dev
14.152,3.039261652,J Clin Invest
10.272,2.207534856,P Natl Acad Sci Usa
5.287,0.087251629,Anal Chem
9.38,2.25667781,P Natl Acad Sci Usa
6.562,0.366301906,Mol Biol Cell
3.058,0.675191314,Am J Physiol-Reg I
5.942,0.523458326,Mol Cell Biol
5.366,0.760371953,Carcinogenesis
10.555,0.514433758,Blood
5.854,1.921879935,J Biol Chem
6.129,0.49932794,Chem Biol
8.234,0.949039414,Cancer Res
6.482,1.071305917,J Biol Chem
2.851,0.735144847,Toxicol Appl Pharm
2.726,0.465939737,Microbes Infect
6.486,1.531047977,J Immunol
6.443,0.692857823,J Bone Miner Res
1.721,0.145753194,J Muscle Res Cell M
15.612,1.363240213,J Exp Med
2.312,0.025263877,Method Enzymol
7.49,1.597094908,J Neurosci
4.859,0.078225822,Osteoporosis Int
10.734,0.708448501,Hepatology
14.178,0.602766726,Mol Cell
6.575,0.058475281,Nucleic Acids Res
7.271,0.479283378,J Neurosci
5.52,0.270959992,J Biol Chem
7.505,1.115345456,J Am Soc Nephrol
2.603,1.082814191,Head Neck-J Sci Spec
2.538,0.322206412,Metabolism
6.482,1.251956843,J Biol Chem
4.956,1.579667321,Int J Biochem Cell B
2.965,1.134732213,Biol Chem
4.312,1.41698247,Neoplasia
1.904,0.154863581,Method Enzymol
5.52,0.511702153,J Biol Chem
2.67,0.04085972,Ann Ny Acad Sci
2.92,0.650209127,Dent Mater
2.253,0.472959229,J Magn Reson
1.153,0.28181133,Comparative Med
6.355,0.716639144,J Biol Chem
4.295,2.359199418,J Nutr
2.061,0.153741666,J Mol Neurosci
6.318,0.458275009,Oncogene
3.727,3.029262951,J Neurosci Res
2.747,0.159611421,Mamm Genome
3.924,0.665776036,Am J Physiol-Lung C
13.668,2.520653045,Cell Metab
2.076,1.475390423,Ajidd-Am J Intellect
13.844,0.689146372,J Natl Cancer I
4.033,3.726057728,J Phys Chem B
2.212,2.386400638,Int J Pharm
3.508,0.732109812,Chem Res Toxicol
3.476,0.473790396,Genes Brain Behav
4.657,0.867003481,Autophagy
3.474,0.088317557,Chembiochem
2.392,0.187747715,Int J Eat Disorder
4.214,1.24355677,Am J Physiol-Lung C
9.023,1.850079901,J Am Chem Soc
2.611,2.188725637,Exp Eye Res
2.855,0.062455258,Biochem Bioph Res Co
2.885,0.557251959,J Mol Diagn
5.25,2.213344513,Anal Chem
3.368,1.257340414,Biochemistry-Us
4.146,0.208737755,J Mol Biol
5.148,1.156943067,J Am Acad Child Psy
1.836,0.461624078,Aids Care
1.789,0.275619829,Hum Hered
4.971,1.020555345,Free Radical Bio Med
2.157,0.305212122,Cancer Cytopathol
3.379,0.243272485,Biochemistry-Us
3.825,4.218497042,Brit J Pharmacol
1.4,0.622147984,Am J Addiction
7.453,0.248203422,J Neurosci
7.371,0.400056355,J Am Soc Nephrol
4.304,0.463729317,Cognition
3.654,1.227030911,J Neurotraum
4.899,0.75869039,J Nucl Med
3.923,0.055157128,J Neurobiol
5.959,1.181047508,Neurobiol Aging
1.618,0.29887073,Method Enzymol
9.653,2.664391113,Plant Cell
6.393,0.461284326,Semin Immunol
3.038,0.304553182,Aids Behav
2.471,0.177783412,Clin Vaccine Immunol
2.749,1.525888246,Soc Sci Med
3.727,0.405296042,J Neurosci Res
4.89,0.489327638,J Mol Biol
34.48,0.945554715,Nature
4.463,1.036185262,Biophys J
1.908,0.154648687,Channels
3.828,1.404871696,Am J Physiol-Endoc M
10.416,1.060616258,Hepatology
1.827,0.219538536,Prog Neuro-Psychoph
4.8,2.149828647,Mol Cancer Ther
4.194,0.879355601,J Invest Dermatol
9.972,1.057889194,Circ Res
2.117,0.128630808,Platelets
7.49,0.419849139,J Neurosci
3.4,0.709954626,J Comp Neurol
7.251,0.868099714,Cortex
4.507,0.973260797,Biophys J
3.643,0.443468018,Invest Ophth Vis Sci
7.784,1.984096589,Psychol Rev
3.118,0.117522077,Chest
3.414,0.859095472,Neurogastroent Motil
4.825,0.814126524,J Neurochem
2.437,0.512297822,J Orthop Res
5.341,1.004235152,J Virol
3.547,1.229031479,Bioconjugate Chem
15.678,1.732466687,J Natl Cancer I
3.67,0.251986,Biol Reprod
9.681,1.025848633,P Natl Acad Sci Usa
3.939,0.565786916,Am J Physiol-Cell Ph
3.926,0.519496902,Psychophysiology
4.627,0.706670155,Biophys J
9.854,1.013242477,Circ Res
2.37,0.222286009,Anal Biochem
4.943,0.149622409,J Infect Dis
4.008,1.111890162,J Mol Biol
5.108,0.609632026,Carcinogenesis
4.013,0.373977363,Am J Physiol-Cell Ph
3.239,0.916464691,J Neurosci Res
9.432,0.414203765,P Natl Acad Sci Usa
7.614,1.169082625,Am J Psychiat
10.555,0.391731755,Blood
3.603,0.665485738,J Phys Chem B
4.346,2.345021869,J Physiol-London
7.804,1.25135042,Sci Transl Med
9.782,0.273393053,Blood
8.435,1.393890144,Arthritis Rheum-Us
5.854,2.851179621,J Biol Chem
4.763,0.880002554,Clin J Am Soc Nephro
5.013,3.029469568,Glia
3.636,0.396436143,J Bacteriol
53.486,6.884874971,New Engl J Med
10.885,0.448402986,Hepatology
5.874,0.309569576,Anal Chem
4.189,1.298028442,J Phys Chem B
4.045,0.936455177,Int J Epidemiol
4.094,1.070270506,Dev Biol
14.971,2.821003905,Mol Cell
5.328,0.883956404,J Biol Chem
9.598,1.770953593,P Natl Acad Sci Usa
1.587,0.553310495,J Acoust Soc Am
7.696,0.478743143,J Am Chem Soc
5.227,0.49042743,J Consult Clin Psych
2.229,1.119314992,Psychon B Rev
2.661,0.960349361,Bioorg Med Chem Lett
10.231,1.015121912,P Natl Acad Sci Usa
3.922,0.722749913,Biochemistry-Us
9.432,0.505315454,P Natl Acad Sci Usa
9.643,1.603180652,P Natl Acad Sci Usa
5.973,0.106416664,Neurology
3.875,0.767565704,Infect Immun
26.372,1.99628269,Science
3.802,0.122915334,Am J Physiol-Reg I
6.068,0.366292871,J Immunol
9.214,2.02188567,Circ Res
5.229,0.458243255,J Mol Biol
3.522,0.829561874,Am J Physiol-Gastr L
2.341,0.323218111,Appetite
5.039,14.68353146,Bioinformatics
5.581,0.671961861,J Biol Chem
2.96,0.119963435,J Hum Hypertens
3.643,0.46306179,Invest Ophth Vis Sci
9.023,2.280875503,J Am Chem Soc
7.178,0.113582639,J Neurosci
6.495,0.122102018,Oncogene
5.729,0.588480887,Stroke
4.531,0.252543572,Mol Pharmacol
